"short_name","age","height_cm","weight_kg","overall","potential","value_eur","wage_eur","release_clause_eur","club_name","league_name","club_position","nationality_name","preferred_foot","gender","eficiencia_salarial","indice_proyeccion","gap_mercado","general_position","overall_tier"
"A. Zambo Anguissa",27,184,78,83,84,3.7e+07,69000,65700000,"Napoli","Serie A","RCM","Cameroon","Right","Male",0.00120288111766496,0.037037037037037,28700000,"Centrocampista","Bueno (80-84)"
"L. Pellegrini",27,186,77,83,84,4.2e+07,88000,74600000,"Roma","Serie A","RCM","Italy","Right","Male",0.000943171100328405,0.037037037037037,32600000,"Centrocampista","Bueno (80-84)"
"Palhinha",27,190,85,83,84,3.7e+07,1e+05,73100000,"Fulham","Premier League","CDM","Portugal","Right","Male",0.000829991700082999,0.037037037037037,36100000,"Centrocampista","Bueno (80-84)"
"Oyarzabal",26,181,79,83,84,4.3e+07,49000,93500000,"Real Sociedad","La Liga","LW","Spain","Left","Male",0.00169384298279627,0.0384615384615385,50500000,"Delantero","Bueno (80-84)"
"P. Schick",27,191,86,83,84,42500000,80000,75400000,"Bayer 04 Leverkusen","Bundesliga","SUB","Czech Republic","Left","Male",0.00103748703141211,0.037037037037037,32900000,"Otros","Bueno (80-84)"
"Sergio Ramos",37,184,82,83,83,6500000,28000,13700000,"Sevilla","La Liga","RCB","Spain","Right","Male",0.00296417985071962,0,7200000,"Defensa","Bueno (80-84)"
"H. Lloris",36,188,82,83,83,4e+06,54000,7600000,"Tottenham Hotspur","Premier League","RES","France","Left","Male",0.0015370085739153,0,3600000,"Otros","Bueno (80-84)"
"M. Hummels",34,191,94,83,83,1.2e+07,60000,20400000,"Borussia Dortmund","Bundesliga","LCB","Germany","Right","Male",0.00138331027816203,0,8400000,"Defensa","Bueno (80-84)"
"Á. Di María",35,180,69,83,83,15500000,19000,31000000,"Benfica","Liga Portugal","RM","Argentina","Left","Male",0.00436819114783432,0,15500000,"Centrocampista","Bueno (80-84)"
"M. Reus",34,180,71,83,83,1.7e+07,66000,28900000,"Borussia Dortmund","Bundesliga","SUB","Germany","Right","Male",0.00125755670368631,0,11900000,"Otros","Bueno (80-84)"
"C. Eriksen",31,181,76,83,83,3e+07,145000,57000000,"Manchester United","Premier League","LCM","Denmark","Right","Male",0.000572409845449342,0,2.7e+07,"Centrocampista","Bueno (80-84)"
"A. Lacazette",32,175,73,83,83,29500000,60000,56100000,"Olympique Lyonnais","Ligue 1","ST","France","Right","Male",0.00138331027816203,0,26600000,"Delantero","Bueno (80-84)"
"W. Ben Yedder",32,170,68,83,83,29500000,80000,56100000,"Monaco","Ligue 1","ST","France","Right","Male",0.00103748703141211,0,26600000,"Delantero","Bueno (80-84)"
"F. Acerbi",35,192,88,83,83,9500000,67000,16200000,"Inter","Serie A","RES","Italy","Left","Male",0.00123878748078387,0,6700000,"Otros","Bueno (80-84)"
"Nacho Fernández",33,180,76,83,83,17500000,170000,35900000,"Real Madrid","La Liga","SUB","Spain","Right","Male",0.000488232422162223,0,18400000,"Otros","Bueno (80-84)"
"Morata",30,190,84,83,83,35500000,80000,72800000,"Atlético Madrid","La Liga","LS","Spain","Right","Male",0.00103748703141211,0,37300000,"Delantero","Bueno (80-84)"
"Sergi Darder",29,180,71,83,83,35500000,44000,74600000,"Mallorca","La Liga","LCM","Spain","Right","Male",0.00188632076543715,0,39100000,"Centrocampista","Bueno (80-84)"
"R. Sterling",28,170,69,83,83,36500000,155000,69400000,"Chelsea","Premier League","RM","England","Right","Male",0.000535480416255379,0,32900000,"Centrocampista","Bueno (80-84)"
"W. Orban",30,186,87,83,83,3e+07,67000,51000000,"RB Leipzig","Bundesliga","LCB","Hungary","Right","Male",0.00123878748078387,0,2.1e+07,"Defensa","Bueno (80-84)"
"Jorginho",31,178,68,83,83,25500000,125000,48500000,"Arsenal","Premier League","SUB","Italy","Right","Male",0.000663994688042496,0,2.3e+07,"Otros","Bueno (80-84)"
"S. Haller",29,191,90,83,83,36500000,74000,62100000,"Borussia Dortmund","Bundesliga","ST","Côte d'Ivoire","Right","Male",0.0011216064647775,0,25600000,"Delantero","Bueno (80-84)"
"L. Shaw",27,181,75,83,83,3.5e+07,135000,66500000,"Manchester United","Premier League","RES","England","Left","Male",0.000614810260664736,0,31500000,"Otros","Bueno (80-84)"
"Gerard Moreno",31,180,77,83,83,30500000,54000,64100000,"Villarreal","La Liga","RM","Spain","Left","Male",0.0015370085739153,0,33600000,"Centrocampista","Bueno (80-84)"
"E. Can",29,186,86,83,83,3.1e+07,63000,52700000,"Borussia Dortmund","Bundesliga","CDM","Germany","Right","Male",0.00131743940572372,0,21700000,"Centrocampista","Bueno (80-84)"
"F. Kostić",30,184,84,83,83,3.5e+07,130000,59500000,"Juventus","Serie A","LM","Serbia","Left","Male",0.000638456627256713,0,24500000,"Centrocampista","Bueno (80-84)"
"J. Hofmann",30,176,72,83,83,3.5e+07,74000,59500000,"Bayer 04 Leverkusen","Bundesliga","RF","Germany","Right","Male",0.0011216064647775,0,24500000,"Delantero","Bueno (80-84)"
"P. Zieliński",29,180,75,83,83,35500000,78000,60400000,"Napoli","Serie A","LCM","Poland","Right","Male",0.0010640889219369,0,24900000,"Centrocampista","Bueno (80-84)"
"A. Romagnoli",28,185,75,83,83,31500000,68000,53600000,"Lazio","Serie A","LCB","Italy","Left","Male",0.00122057028573109,0,22100000,"Defensa","Bueno (80-84)"
"Rafa",30,172,66,83,83,35500000,25000,71000000,"Benfica","Liga Portugal","CF","Portugal","Right","Male",0.00331986720531179,0,35500000,"Delantero","Bueno (80-84)"
"N. Fekir",29,173,75,83,83,35500000,40000,74600000,"Real Betis","La Liga","CAM","France","Left","Male",0.00207494812629684,0,39100000,"Centrocampista","Bueno (80-84)"
"Marco Asensio",27,182,76,83,83,38500000,115000,71200000,"Paris Saint Germain","Ligue 1","SUB","Spain","Left","Male",0.000721732854496917,0,32700000,"Otros","Bueno (80-84)"
"Borja Iglesias",30,187,86,83,83,35500000,41000,74600000,"Real Betis","La Liga","ST","Spain","Right","Male",0.00202434086973488,0,39100000,"Delantero","Bueno (80-84)"
"Ronaldo Cabrais",31,177,75,83,83,3e+07,59000,54000000,"Palmeiras","Serie A","RM","Brazil","Right","Male",0.00140675581769801,0,2.4e+07,"Centrocampista","Bueno (80-84)"
"E. Camavinga",20,182,68,82,89,56500000,110000,127100000,"Real Madrid","La Liga","LCM","France","Left","Male",0.000745447768656649,0.35,70600000,"Centrocampista","Bueno (80-84)"
"Diogo Costa",23,192,84,82,88,3.9e+07,13000,85800000,"Porto","Liga Portugal","GK","Portugal","Right","Male",0.00630720713791247,0.260869565217391,46800000,"Portero","Bueno (80-84)"
"Ferran Torres",23,184,77,82,88,4.8e+07,150000,108000000,"FC Barcelona","La Liga","SUB","Spain","Right","Male",0.000546663022246518,0.260869565217391,6e+07,"Otros","Bueno (80-84)"
"J. Gvardiol",21,185,80,82,88,44500000,95000,91200000,"Manchester City","Premier League","SUB","Croatia","Left","Male",0.000863148808959906,0.285714285714286,46700000,"Otros","Bueno (80-84)"
"D. Núñez",24,187,80,82,88,48500000,120000,99400000,"Liverpool","Premier League","SUB","Uruguay","Right","Male",0.000683327638936342,0.25,50900000,"Otros","Bueno (80-84)"
"R. Le Normand",26,187,81,82,87,4e+07,41000,87000000,"Real Sociedad","La Liga","LCB","Spain","Right","Male",0.00199995122070193,0.192307692307692,4.7e+07,"Defensa","Bueno (80-84)"
"K. Havertz",24,190,82,82,87,4.6e+07,110000,90900000,"Arsenal","Premier League","LCM","Germany","Left","Male",0.000745447768656649,0.208333333333333,44900000,"Centrocampista","Bueno (80-84)"
"Nuno Mendes",21,176,70,82,87,43500000,63000,83700000,"Paris Saint Germain","Ligue 1","SUB","Portugal","Left","Male",0.00130156664179934,0.238095238095238,40200000,"Otros","Bueno (80-84)"
"M. Locatelli",25,185,75,82,86,38500000,105000,68300000,"Juventus","Serie A","CDM","Italy","Right","Male",0.000780944943381492,0.16,29800000,"Centrocampista","Bueno (80-84)"
"D. Upamecano",24,186,90,82,86,39500000,59000,68100000,"FC Bayern München","Bundesliga","SUB","France","Right","Male",0.00138980695242454,0.166666666666667,28600000,"Otros","Bueno (80-84)"
"C. Romero",25,185,79,82,86,3.8e+07,89000,75100000,"Tottenham Hotspur","Premier League","RCB","Argentina","Right","Male",0.000921337962494803,0.16,37100000,"Defensa","Bueno (80-84)"
"J. Sancho",23,180,76,82,86,43500000,130000,85900000,"Manchester United","Premier League","SUB","England","Right","Male",0.000630764378735548,0.173913043478261,42400000,"Otros","Bueno (80-84)"
"N. Molina",25,175,70,82,86,39500000,59000,83900000,"Atlético Madrid","La Liga","RWB","Argentina","Right","Male",0.00138980695242454,0.16,44400000,"Defensa","Bueno (80-84)"
"D. Szoboszlai",22,186,74,82,86,44500000,110000,85700000,"Liverpool","Premier League","RCM","Hungary","Right","Male",0.000745447768656649,0.181818181818182,41200000,"Centrocampista","Bueno (80-84)"
"O. Kökçü",22,175,68,82,86,4.4e+07,18000,91300000,"Benfica","Liga Portugal","LCM","Turkey","Right","Male",0.00455530248319538,0.181818181818182,47300000,"Centrocampista","Bueno (80-84)"
"L. Openda",23,177,79,82,86,4.4e+07,65000,78100000,"RB Leipzig","Bundesliga","RS","Belgium","Right","Male",0.00126151905355302,0.173913043478261,34100000,"Delantero","Bueno (80-84)"
"F. Dimarco",25,175,75,82,85,3.7e+07,82000,65700000,"Inter","Serie A","LM","Italy","Left","Male",0.000999987805026768,0.12,28700000,"Centrocampista","Bueno (80-84)"
"R. Bentancur",26,187,73,82,85,39500000,1e+05,78000000,"Tottenham Hotspur","Premier League","SUB","Uruguay","Right","Male",0.000819991800081999,0.115384615384615,38500000,"Otros","Bueno (80-84)"
"N. Mazraoui",25,183,65,82,85,3.7e+07,65000,63800000,"FC Bayern München","Bundesliga","RB","Morocco","Right","Male",0.00126151905355302,0.12,26800000,"Defensa","Bueno (80-84)"
"G. Vicario",26,188,76,82,85,30500000,76000,60200000,"Tottenham Hotspur","Premier League","GK","Italy","Right","Male",0.00107893317193195,0.115384615384615,29700000,"Portero","Bueno (80-84)"
"Pedro Gonçalves",25,173,77,82,85,40500000,22000,84000000,"Sporting CP","Liga Portugal","LW","Portugal","Right","Male",0.00372710331348575,0.12,43500000,"Delantero","Bueno (80-84)"
"V. Tsygankov",25,178,72,82,85,40500000,37000,88100000,"Girona","La Liga","RM","Ukraine","Left","Male",0.00221615632009946,0.12,47600000,"Centrocampista","Bueno (80-84)"
"B. Dia",26,180,75,82,85,40500000,51000,75900000,"Salernitana","Serie A","SUB","Senegal","Right","Male",0.00160781161153703,0.115384615384615,35400000,"Otros","Bueno (80-84)"
"J. Pickford",29,185,77,82,84,2.5e+07,45000,49400000,"Everton","Premier League","GK","England","Left","Male",0.0018221817292949,0.0689655172413793,24400000,"Portero","Bueno (80-84)"
"Y. Tielemans",26,176,72,82,84,37500000,1e+05,74100000,"Aston Villa","Premier League","SUB","Belgium","Right","Male",0.000819991800081999,0.0769230769230769,36600000,"Otros","Bueno (80-84)"
"E. Ünal",26,187,78,82,84,3.8e+07,44000,82700000,"Getafe","La Liga","ST","Turkey","Right","Male",0.00186359400922706,0.0769230769230769,44700000,"Delantero","Bueno (80-84)"
"P. Kimpembe",27,189,80,82,84,32500000,88000,62600000,"Paris Saint Germain","Ligue 1","SUB","France","Left","Male",0.000931807593095533,0.0740740740740741,30100000,"Otros","Bueno (80-84)"
"D. Malen",24,178,77,82,84,39500000,52000,70100000,"Borussia Dortmund","Bundesliga","RM","Netherlands","Right","Male",0.00157689275206246,0.0833333333333333,30600000,"Centrocampista","Bueno (80-84)"
"A. Mac Allister",24,176,72,82,84,39500000,110000,76000000,"Liverpool","Premier League","LCM","Argentina","Right","Male",0.000745447768656649,0.0833333333333333,36500000,"Centrocampista","Bueno (80-84)"
"T. Werner",27,180,76,82,83,35500000,73000,63000000,"RB Leipzig","Bundesliga","LS","Germany","Right","Male",0.00112327228394132,0.037037037037037,27500000,"Delantero","Bueno (80-84)"
"T. Lemar",27,171,66,82,83,3.5e+07,68000,74400000,"Atlético Madrid","La Liga","SUB","France","Left","Male",0.00120586461963795,0.037037037037037,39400000,"Otros","Bueno (80-84)"
"Joelinton",26,186,81,82,83,35500000,125000,70100000,"Newcastle United","Premier League","LCM","Brazil","Right","Male",0.000655994752041984,0.0384615384615385,34600000,"Centrocampista","Bueno (80-84)"
"David García",29,185,72,82,83,2.8e+07,39000,60900000,"Osasuna","La Liga","LCB","Spain","Right","Male",0.00210251019204636,0.0344827586206897,32900000,"Defensa","Bueno (80-84)"
"M. Akanji",27,187,91,82,83,30500000,130000,58700000,"Manchester City","Premier League","SUB","Switzerland","Right","Male",0.000630764378735548,0.037037037037037,28200000,"Otros","Bueno (80-84)"
"Mario Hermoso",28,184,76,82,83,2.9e+07,65000,61600000,"Atlético Madrid","La Liga","LCB","Spain","Left","Male",0.00126151905355302,0.0357142857142857,32600000,"Defensa","Bueno (80-84)"
"Y. En-Nesyri",26,188,78,82,83,36500000,42000,79400000,"Sevilla","La Liga","ST","Morocco","Left","Male",0.00195233446822695,0.0384615384615385,42900000,"Delantero","Bueno (80-84)"
"Joselu",33,192,80,82,82,19500000,19000,NA,"Real Madrid","La Liga","LS","Spain","Right","Male",0.00431556233882427,0,NA,"Delantero","Bueno (80-84)"
"O. Giroud",36,193,91,82,82,10500000,66000,17900000,"Milan","Serie A","ST","France","Left","Male",0.00124240541809973,0,7400000,"Delantero","Bueno (80-84)"
"Fernando",35,183,76,82,82,8500000,25000,17900000,"Sevilla","La Liga","SUB","Brazil","Right","Male",0.00327986880524779,0,9400000,"Otros","Bueno (80-84)"
"M. Götze",31,176,72,82,82,2.5e+07,53000,42500000,"Eintracht Frankfurt","Bundesliga","RF","Germany","Right","Male",0.0015471406199883,0,17500000,"Delantero","Bueno (80-84)"
"N. Otamendi",35,183,78,82,82,8e+06,14000,16000000,"Benfica","Liga Portugal","LCB","Argentina","Right","Male",0.00585672451967717,0,8e+06,"Defensa","Bueno (80-84)"
"C. Wilson",31,180,66,82,82,25500000,135000,48500000,"Newcastle United","Premier League","SUB","England","Right","Male",0.000607402908126607,0,2.3e+07,"Otros","Bueno (80-84)"
"S. de Vrij",31,189,78,82,82,2.1e+07,86000,35700000,"Inter","Serie A","CB","Netherlands","Right","Male",0.000953477285147847,0,14700000,"Defensa","Bueno (80-84)"
"A. Lopes",32,184,81,82,82,1.5e+07,37000,28500000,"Olympique Lyonnais","Ligue 1","GK","Portugal","Left","Male",0.00221615632009946,0,13500000,"Portero","Bueno (80-84)"
"G. Xhaka",30,185,82,82,82,2.9e+07,68000,49300000,"Bayer 04 Leverkusen","Bundesliga","LCM","Switzerland","Left","Male",0.00120586461963795,0,20300000,"Centrocampista","Bueno (80-84)"
"Iñigo Martínez",32,182,76,82,82,2e+07,145000,41000000,"FC Barcelona","La Liga","SUB","Spain","Left","Male",0.000565513341287301,0,2.1e+07,"Otros","Bueno (80-84)"
"S. Savić",32,187,80,82,82,2e+07,62000,41000000,"Atlético Madrid","La Liga","RCB","Montenegro","Right","Male",0.00132255931355946,0,2.1e+07,"Defensa","Bueno (80-84)"
"Carvajal",31,173,73,82,82,2.2e+07,155000,45100000,"Real Madrid","La Liga","RB","Spain","Right","Male",0.000529028844975194,0,23100000,"Defensa","Bueno (80-84)"
"M. Kovačić",29,177,80,82,82,29500000,150000,54600000,"Manchester City","Premier League","LCM","Croatia","Right","Male",0.000546663022246518,0,25100000,"Centrocampista","Bueno (80-84)"
"R. Guerreiro",29,170,69,82,82,2.7e+07,72000,44600000,"FC Bayern München","Bundesliga","SUB","Portugal","Left","Male",0.00113887307120734,0,17600000,"Otros","Bueno (80-84)"
"F. Schär",31,188,84,82,82,2.1e+07,115000,39900000,"Newcastle United","Premier League","RCB","Switzerland","Right","Male",0.000713037277936714,0,18900000,"Defensa","Bueno (80-84)"
"Gayà",28,172,66,82,82,27500000,46000,57800000,"Valencia","La Liga","LB","Spain","Left","Male",0.00178256994413165,0,30300000,"Defensa","Bueno (80-84)"
"M. Flekken",30,195,87,82,82,20500000,56000,39000000,"Brentford","Premier League","GK","Netherlands","Right","Male",0.00146425956679345,0,18500000,"Portero","Bueno (80-84)"
"V. Grifo",30,180,76,82,82,29500000,41000,50200000,"SC Freiburg","Bundesliga","LM","Italy","Right","Male",0.00199995122070193,0,20700000,"Centrocampista","Bueno (80-84)"
"R. Andrich",28,186,86,82,82,2.7e+07,65000,45900000,"Bayer 04 Leverkusen","Bundesliga","SUB","Germany","Right","Male",0.00126151905355302,0,18900000,"Otros","Bueno (80-84)"
"João Mário",30,179,73,82,82,29500000,21000,59000000,"Benfica","Liga Portugal","LM","Portugal","Right","Male",0.00390457597257273,0,29500000,"Centrocampista","Bueno (80-84)"
"Ricardo Horta",28,173,63,82,82,30500000,24000,61000000,"Sporting Braga","Liga Portugal","CAM","Portugal","Right","Male",0.00341652431148702,0,30500000,"Centrocampista","Bueno (80-84)"
"Á. Correa",28,171,70,82,82,3.1e+07,77000,63600000,"Atlético Madrid","La Liga","SUB","Argentina","Right","Male",0.00106492123478916,0,32600000,"Otros","Bueno (80-84)"
"J. Ledesma",30,186,83,82,82,20500000,32000,43100000,"Cádiz","La Liga","GK","Argentina","Right","Male",0.00256241992437736,0,22600000,"Portero","Bueno (80-84)"
"M. Zaccagni",28,177,63,82,82,30500000,73000,51900000,"Lazio","Serie A","LW","Italy","Right","Male",0.00112327228394132,0,21400000,"Delantero","Bueno (80-84)"
"I. Provedel",29,192,84,82,82,2.1e+07,51000,35700000,"Lazio","Serie A","GK","Italy","Right","Male",0.00160781161153703,0,14700000,"Portero","Bueno (80-84)"
"F. Mendy",28,180,73,82,82,27500000,160000,56400000,"Real Madrid","La Liga","SUB","France","Left","Male",0.000512496796895019,0,28900000,"Otros","Bueno (80-84)"
"Lucas Mantela",23,183,77,82,82,2.6e+07,33000,46800000,"Palmeiras","Serie A","GK","Brazil","Right","Male",0.00248477318869125,0,20800000,"Portero","Bueno (80-84)"
"Josué Chiamulera",31,185,80,82,82,2.1e+07,23000,39900000,"Athletico Paranaense","Serie A","LCB","Brazil","Right","Male",0.0035650623885918,0,18900000,"Defensa","Bueno (80-84)"
"Javi Galán",28,172,70,82,82,27500000,65000,56400000,"Atlético Madrid","La Liga","LWB","Spain","Left","Male",0.00126151905355302,0,28900000,"Defensa","Bueno (80-84)"
"Isi Palazón",28,169,71,82,82,30500000,32000,64100000,"Rayo Vallecano","La Liga","RM","Spain","Left","Male",0.00256241992437736,0,33600000,"Centrocampista","Bueno (80-84)"
"M. Taremi",30,185,83,82,82,3e+07,23000,60000000,"Porto","Liga Portugal","RS","Iran","Right","Male",0.0035650623885918,0,3e+07,"Delantero","Bueno (80-84)"
"Balde",19,175,69,81,89,5.3e+07,70000,119300000,"FC Barcelona","La Liga","LB","Spain","Left","Male",0.00115712632676676,0.421052631578947,66300000,"Defensa","Bueno (80-84)"
"I. Konaté",24,194,95,81,87,3.7e+07,90000,75900000,"Liverpool","Premier League","RCB","France","Right","Male",0.00089999000011111,0.25,38900000,"Defensa","Bueno (80-84)"
"João Félix",23,181,72,81,87,4.1e+07,60000,NA,"FC Barcelona","La Liga","SUB","Portugal","Right","Male",0.00134997750037499,0.260869565217391,NA,"Otros","Bueno (80-84)"
"Sancet",23,188,72,81,87,40500000,31000,93200000,"Athletic Club","La Liga","SUB","Spain","Right","Male",0.00261281894132447,0.260869565217391,52700000,"Otros","Bueno (80-84)"
"Antony",23,172,63,81,87,40500000,120000,85100000,"Manchester United","Premier League","RW","Brazil","Left","Male",0.000674994375046875,0.260869565217391,44600000,"Delantero","Bueno (80-84)"
